Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,Classification
MBRX,"Moleculin Biotech, Inc.",1.67,44858699.99,,2016.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mbrx,nanocap
MKGI,"Monaker Group, Inc.",2.26,18108602.56,,,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/mkgi,nanocap
MOSY,"MoSys, Inc.",0.9,7353819.0,,2001.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/mosy,nanocap
MTFBW,Motif Bio plc,2.5,0.0,,2016.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mtfbw,nanocap
HJV,MS Structured Asset Corp Saturns GE Cap Corp Series 2002-14,9.9593,0.0,,,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/hjv,nanocap
MTEC,MTech Acquisition Corp.,10.09,21564802.05,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/mtec,nanocap
MTECU,MTech Acquisition Corp.,10.8693,0.0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/mtecu,nanocap
MTECW,MTech Acquisition Corp.,0.8,0.0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/mtecw,nanocap
MUDSU,Mudrick Capital Acquisition Corporation,10.3,0.0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/mudsu,nanocap
MUDSW,Mudrick Capital Acquisition Corporation,0.66,0.0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/mudsw,nanocap
MVCD,"MVC Capital, Inc.",25.55,0.0,,2017.0,,,https://www.nasdaq.com/symbol/mvcd,nanocap
MYSZ,"My Size, Inc.",0.7897,23462009.1116,,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mysz,nanocap
MYND,"MYnd Analytics, Inc.",1.53,9614668.41,,,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/mynd,nanocap
MYNDW,"MYnd Analytics, Inc.",0.1218,0.0,,,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/myndw,nanocap
MYO,Myomo Inc.,1.92,23835467.52,,2017.0,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/myo,nanocap
MYOS,MYOS RENS Technology Inc.,1.32,9865314.36,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/myos,nanocap
NAOV,"NanoVibronix, Inc.",4.6,18206583.8,,,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/naov,nanocap
NNVC,"NanoViricides, Inc.",0.3,20695500.0,,,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/nnvc,nanocap
ATEST,NASDAQ TEST STOCK,25.0,0.0,,,,,https://www.nasdaq.com/symbol/atest,nanocap
NTEST,NASDAQ TEST STOCK,22.51,0.0,,,,,https://www.nasdaq.com/symbol/ntest,nanocap
NAUH,"National American University Holdings, Inc.",0.88,21422827.36,,,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/nauh,nanocap
NESRW,National Energy Services Reunited Corp.,1.72,0.0,,2017.0,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/nesrw,nanocap
NGHCN,National General Holdings Corp,25.01,0.0,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/nghcn,nanocap
NGHCO,National General Holdings Corp,25.05,0.0,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/nghco,nanocap
NGHCZ,National General Holdings Corp,25.8886,0.0,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/nghcz,nanocap
NHLD,National Holdings Corporation,3.3,41220267.0,,,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/nhld,nanocap
NHLDW,National Holdings Corporation,1.1,0.0,,,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/nhldw,nanocap
NSEC,"National Security Group, Inc.",14.9,37654326.4,,,Finance,Life Insurance,https://www.nasdaq.com/symbol/nsec,nanocap
NAVB,"Navidea Biopharmaceuticals, Inc.",0.184,30106096.56,,,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/navb,nanocap
JSM,Navient Corporation,23.75,0.0,,,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/jsm,nanocap
NEBUU,Nebula Acquisition Corporation,10.0554,0.0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/nebuu,nanocap
NEBUW,Nebula Acquisition Corporation,1.4225,0.0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/nebuw,nanocap
NEON,Neonode Inc.,0.302,17695539.906,,,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/neon,nanocap
NETE,"Net Element, Inc.",6.032,23276360.016,,,Technology,EDP Services,https://www.nasdaq.com/symbol/nete,nanocap
NLST,"Netlist, Inc.",0.11900000000000001,13246037.917000001,,2006.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/nlst,nanocap
CUR,"Neuralstem, Inc.",1.17,17737216.38,,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/cur,nanocap
NURO,"NeuroMetrix, Inc.",1.25,9195913.75,,2004.0,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/nuro,nanocap
NUROW,"NeuroMetrix, Inc.",0.0351,0.0,,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/nurow,nanocap
UWN,"Nevada Gold & Casinos, Inc.",2.46,41446527.72,,,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/uwn,nanocap
GBR,"New Concept Energy, Inc",2.211,4713708.285,,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/gbr,nanocap
NFC,New Frontier Corporation,9.65,0.0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/nfc,nanocap
NYMTN,"New York Mortgage Trust, Inc.",24.26,0.0,,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/nymtn,nanocap
NYMTO,"New York Mortgage Trust, Inc.",24.4,0.0,,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/nymto,nanocap
NYMTP,"New York Mortgage Trust, Inc.",24.33,0.0,,,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/nymtp,nanocap
NEWTI,Newtek Business Services Corp.,25.58,0.0,,,,,https://www.nasdaq.com/symbol/newti,nanocap
NEWTZ,Newtek Business Services Corp.,25.36,0.0,,,,,https://www.nasdaq.com/symbol/newtz,nanocap
NXEOU,"Nexeo Solutions, Inc.",11.45,0.0,,2014.0,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/nxeou,nanocap
NXEOW,"Nexeo Solutions, Inc.",0.672,0.0,,,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/nxeow,nanocap
NFEC,NF Energy Saving Corporation,4.27,32337944.03,,,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/nfec,nanocap
NSYS,Nortech Systems Incorporated,4.3,11541419.3,,,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/nsys,nanocap
NBY,"NovaBay Pharmaceuticals, Inc.",1.9,32469677.6,,2007.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nby,nanocap
NVMM,"Novume Solutions, Inc.",1.43,20800343.85,,,Consumer Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/nvmm,nanocap
NVUS,"Novus Therapeutics, Inc.",4.85,45697393.55,,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nvus,nanocap
NTN,"NTN Buzztime, Inc.",5.19,14876231.94,,,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/ntn,nanocap
NSS,"NuStar Logistics, L.P.",25.65,0.0,,,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/nss,nanocap
NOM,Nuveen Missouri Quality Municipal Income Fund,12.7,29775480.2,,1993.0,,,https://www.nasdaq.com/symbol/nom,nanocap
NJV,Nuveen New Jersey Municipal Value Fund,12.95,20090073.15,,,,,https://www.nasdaq.com/symbol/njv,nanocap
NYV,Nuveen New York Municipal Value Fund 2,13.5001,31719996.9612,,2009.0,,,https://www.nasdaq.com/symbol/nyv,nanocap
NPN,Nuveen Pennsylvania Municipal Value Fund,13.72,16773715.28,,2009.0,,,https://www.nasdaq.com/symbol/npn,nanocap
NXTD,NXT-ID Inc.,1.6,39432612.8,,,Consumer Services,Diversified Commercial Services,https://www.nasdaq.com/symbol/nxtd,nanocap
NXTDW,NXT-ID Inc.,0.1867,0.0,,,Consumer Services,Diversified Commercial Services,https://www.nasdaq.com/symbol/nxtdw,nanocap
OCSLL,Oaktree Specialty Lending Corporation,24.9,0.0,,,,,https://www.nasdaq.com/symbol/ocsll,nanocap
OSLE,Oaktree Specialty Lending Corporation,25.5908,0.0,,,,,https://www.nasdaq.com/symbol/osle,nanocap
OBLN,"Obalon Therapeutics, Inc.",2.79,49705814.16,,2016.0,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/obln,nanocap
OBCI,"Ocean Bio-Chem, Inc.",4.41,40830337.8,,,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/obci,nanocap
OPTT,"Ocean Power Technologies, Inc.",0.69,12969831.33,,2007.0,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/optt,nanocap
OFSSL,OFS Capital Corporation,24.8853,0.0,,,,,https://www.nasdaq.com/symbol/ofssl,nanocap
OHAI,OHA Investment Corporation,1.52,30662035.84,,,,,https://www.nasdaq.com/symbol/ohai,nanocap
OHRP,"Ohr Pharmaceutical, Inc.",0.175,9881624.9,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ohrp,nanocap
OSBCP,"Old Second Bancorp, Inc.",10.55,0.0,,,Finance,Major Banks,https://www.nasdaq.com/symbol/osbcp,nanocap
OTIV,On Track Innovations Ltd,1.02,42120264.54,,,Technology,Semiconductors,https://www.nasdaq.com/symbol/otiv,nanocap
ONSIW,"Oncobiologics, Inc.",0.0138,0.0,,2016.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/onsiw,nanocap
ONTX,"Onconova Therapeutics, Inc.",0.43,36598062.82,,2013.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ontx,nanocap
ONTXW,"Onconova Therapeutics, Inc.",0.33799999999999997,0.0,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ontxw,nanocap
OHGI,"One Horizon Group, Inc.",0.2201,12926477.8422,,,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/ohgi,nanocap
OSS,"One Stop Systems, Inc.",3.8,48560998.0,,2018.0,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/oss,nanocap
OPES,Opes Acquisition Corp.,9.8,36899381.4,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/opes,nanocap
OPESU,Opes Acquisition Corp.,10.1038,0.0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/opesu,nanocap
OPESW,Opes Acquisition Corp.,0.42,0.0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/opesw,nanocap
OPGN,"OpGen, Inc.",1.91,11863539.07,,2015.0,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/opgn,nanocap
OPGNW,"OpGen, Inc.",0.2101,0.0,,2015.0,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/opgnw,nanocap
OPNT,"Opiant Pharmaceuticals, Inc.",16.2999,46009157.2335,,,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/opnt,nanocap
OBAS,Optibase Ltd.,8.9,46406878.4,,1999.0,Finance,Real Estate,https://www.nasdaq.com/symbol/obas,nanocap
OCC,Optical Cable Corporation,3.8,29245058.4,,,Basic Industries,Telecommunications Equipment,https://www.nasdaq.com/symbol/occ,nanocap
OPHC,"OptimumBank Holdings, Inc.",5.0548,7627147.2816,,,Finance,Major Banks,https://www.nasdaq.com/symbol/ophc,nanocap
OGEN,Oragenics Inc.,0.4598,5442944.573,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ogen,nanocap
TIS,Orchids Paper Products Company,2.68,28596532.64,,2005.0,Basic Industries,Paper,https://www.nasdaq.com/symbol/tis,nanocap
SEED,Origin Agritech Limited,5.5,1283870.5,,,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/seed,nanocap
OESX,"Orion Energy Systems, Inc.",0.965,28392125.78,,2015.0,Consumer Durables,Building Products,https://www.nasdaq.com/symbol/oesx,nanocap
OSN,"Ossen Innovation Co., Ltd.",2.48,5572649.28,2247036.0,2010.0,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/osn,nanocap
OTTW,"Ottawa Bancorp, Inc.",13.95,47366039.25,,,Finance,Savings Institutions,https://www.nasdaq.com/symbol/ottw,nanocap
OVAS,OvaScience Inc.,0.7508,26870385.7048,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ovas,nanocap
OXBR,Oxbridge Re Holdings Limited,1.85,10607135.95,,2014.0,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/oxbr,nanocap
OXBRW,Oxbridge Re Holdings Limited,0.096,0.0,,2014.0,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/oxbrw,nanocap
OXLCM,Oxford Lane Capital Corp.,25.4758,0.0,,,,,https://www.nasdaq.com/symbol/oxlcm,nanocap
OXLCO,Oxford Lane Capital Corp.,25.42,0.0,,,,,https://www.nasdaq.com/symbol/oxlco,nanocap
OXSQL,Oxford Square Capital Corp.,25.75,0.0,,,,,https://www.nasdaq.com/symbol/oxsql,nanocap
PFIN,"P & F Industries, Inc.",8.5,31458287.5,,,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/pfin,nanocap
VETS,Pacer Military Times Best Employers ETF,27.46,2746000.0,,,,,https://www.nasdaq.com/symbol/vets,nanocap
PTIE,"Pain Therapeutics, Inc.",0.9584,16407137.12,,2000.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ptie,nanocap
PZG,Paramount Gold Nevada Corp.,1.06,27003451.24,,2015.0,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/pzg,nanocap
PKD,Parker Drilling Company,3.94,36711950.76,,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/pkd,nanocap
PAVM,PAVmed Inc.,1.13,29993566.27,,2016.0,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/pavm,nanocap
PAVMW,PAVmed Inc.,0.13,0.0,,2016.0,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/pavmw,nanocap
PAVMZ,PAVmed Inc.,0.3493,0.0,,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/pavmz,nanocap
PYDS,"Payment Data Systems, Inc.",1.81,28955223.41,,,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/pyds,nanocap
PED,Pedevco Corp.,2.04,30247322.76,,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/ped,nanocap
WRLSR,Pensare Acquisition Corp.,0.53,0.0,,2017.0,Finance,Business Services,https://www.nasdaq.com/symbol/wrlsr,nanocap
WRLSU,Pensare Acquisition Corp.,10.2253,0.0,,2017.0,Finance,Business Services,https://www.nasdaq.com/symbol/wrlsu,nanocap
WRLSW,Pensare Acquisition Corp.,0.6,0.0,,2017.0,Finance,Business Services,https://www.nasdaq.com/symbol/wrlsw,nanocap
PBCTP,"People&#39;s United Financial, Inc.",26.24,0.0,,,Finance,Savings Institutions,https://www.nasdaq.com/symbol/pbctp,nanocap
PTX,"Pernix Therapeutics Holdings, Inc.",1.35,18792356.4,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ptx,nanocap
PGLC,Pershing Gold Corporation,1.28,42949361.92,,,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/pglc,nanocap
PPSI,"Pioneer Power Solutions, Inc.",4.9,42757620.5,,,Consumer Durables,Electrical Products,https://www.nasdaq.com/symbol/ppsi,nanocap
EAGLU,Platinum Eagle Acquisition Corp.,10.36,0.0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/eaglu,nanocap
EAGLW,Platinum Eagle Acquisition Corp.,1.5,0.0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/eaglw,nanocap
PLG,Platinum Group Metals Ltd.,0.1021,29714582.630999997,,,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/plg,nanocap
PLXP,PLx Pharma Inc.,3.3,28828344.6,,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/plxp,nanocap
BPOPM,"Popular, Inc.",24.25,0.0,,,Finance,Major Banks,https://www.nasdaq.com/symbol/bpopm,nanocap
PW,Power REIT,6.0595,11072754.611,,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/pw,nanocap
PPX,"PPL Capital Funding, Inc.",25.32,0.0,,,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/ppx,nanocap
PYS,PPlus Trust,16.85,0.0,,,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/pys,nanocap
PYT,PPlus Trust,21.75,0.0,,,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/pyt,nanocap
PRAN,Prana Biotechnology Ltd,2.0838,13373578.344,6417880.0,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/pran,nanocap
PRPO,"Precipio, Inc.",0.4355,10084382.256000001,,,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/prpo,nanocap
AIPT,Precision Therapeutics Inc.,1.18,15810040.02,,,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/aipt,nanocap
LENS,Presbia PLC,1.7999,30953157.4846,,2015.0,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/lens,nanocap
PVAL,Principal Contrarian Value Index ETF,27.47,4120527.47,,,,,https://www.nasdaq.com/symbol/pval,nanocap
PXUS,Principal International Multi-Factor Index ETF,101.6811,15252266.6811,,,,,https://www.nasdaq.com/symbol/pxus,nanocap
GENY,Principal Millennials Index ETF,38.85,21367538.85,,,,,https://www.nasdaq.com/symbol/geny,nanocap
PSET,Principal Price Setters Index ETF,34.866,22662934.866,,,,,https://www.nasdaq.com/symbol/pset,nanocap
PY,Principal Shareholder Yield Index ETF,33.8,15210033.8,,,,,https://www.nasdaq.com/symbol/py,nanocap
PMOM,Principal Sustainable Momentum Index ETF,29.57,5914029.57,,,,,https://www.nasdaq.com/symbol/pmom,nanocap
PRTHU,"Priority Technology Holdings, Inc.",13.26,0.0,,2016.0,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/prthu,nanocap
PRTHW,"Priority Technology Holdings, Inc.",1.75,0.0,,2016.0,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/prthw,nanocap
PDEX,"Pro-Dex, Inc.",7.2,31344487.2,,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/pdex,nanocap
IPDN,"Professional Diversity Network, Inc.",2.9632,14346048.3328,,2013.0,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/ipdn,nanocap
PRPH,"ProPhase Labs, Inc.",3.09,35664919.05,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/prph,nanocap
EQRR,ProShares Equities for Rising Rates ETF,50.3276,15098330.3276,,,,,https://www.nasdaq.com/symbol/eqrr,nanocap
UBIO,Proshares UltraPro Nasdaq Biotechnology,39.98,35978601.7,,,,,https://www.nasdaq.com/symbol/ubio,nanocap
ZBIO,ProShares UltraPro Short NASDAQ Biotechnology,14.44,2887523.48,,,,,https://www.nasdaq.com/symbol/zbio,nanocap
BIS,ProShares UltraShort Nasdaq Biotechnology,16.88,30130766.24,,,,,https://www.nasdaq.com/symbol/bis,nanocap
PBB,Prospect Capital Corporation,25.31,0.0,,2015.0,,,https://www.nasdaq.com/symbol/pbb,nanocap
PRTO,"Proteon Therapeutics, Inc.",2.4,42544111.2,,2014.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/prto,nanocap
PJH,"Prudential Financial, Inc.",25.57,0.0,,,Finance,Life Insurance,https://www.nasdaq.com/symbol/pjh,nanocap
PRH,"Prudential Financial, Inc.",25.39,0.0,,,Finance,Life Insurance,https://www.nasdaq.com/symbol/prh,nanocap
PULM,"Pulmatrix, Inc.",0.36,16893799.56,,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/pulm,nanocap
PACQU,Pure Acquisition Corp.,10.2701,0.0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/pacqu,nanocap
PACQW,Pure Acquisition Corp.,1.3,0.0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/pacqw,nanocap
PRPLW,"Purple Innovation, Inc.",0.25,0.0,,2015.0,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/prplw,nanocap
PXS,Pyxis Tankers Inc.,0.8053,16812967.2329,,,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/pxs,nanocap
QBAK,Qualstar Corporation,8.2326,16861336.2468,,2000.0,Technology,Electronic Components,https://www.nasdaq.com/symbol/qbak,nanocap
QRHC,Quest Resource Holding Corporation.,2.12,32464371.96,,,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/qrhc,nanocap
QUMU,Qumu Corporation,2.59,24680506.27,,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/qumu,nanocap
CTAA,Qwest Corporation,25.1,0.0,,2016.0,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/ctaa,nanocap
CTBB,Qwest Corporation,23.56,0.0,,2016.0,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/ctbb,nanocap
CTDD,Qwest Corporation,24.16,0.0,,2017.0,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/ctdd,nanocap
CTV,Qwest Corporation,24.71,0.0,,2014.0,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/ctv,nanocap
CTY,Qwest Corporation,22.58,0.0,,2013.0,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/cty,nanocap
CTZ,Qwest Corporation,24.08,0.0,,,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/ctz,nanocap
RAND,Rand Capital Corporation,2.4001,15173403.3988,,,Consumer Non-Durables,Textiles,https://www.nasdaq.com/symbol/rand,nanocap
RAVE,"Rave Restaurant Group, Inc.",1.4,21066183.6,,,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/rave,nanocap
RGSE,"Real Goods Solar, Inc.",0.3899,17433792.0904,,,Basic Industries,Engineering & Construction,https://www.nasdaq.com/symbol/rgse,nanocap
BCNA,Reality Shares Nasdaq NexGen Economy China ETF,21.16,2116021.16,,,,,https://www.nasdaq.com/symbol/bcna,nanocap
RETA,"Reata Pharmaceuticals, Inc.",75.81,0.0,,2016.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/reta,nanocap
RCON,"Recon Technology, Ltd.",1.29,23581650.21,,2009.0,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/rcon,nanocap
RHE,"Regional Health Properties, Inc.",0.1415,2856494.46,,2017.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/rhe,nanocap
RGLS,Regulus Therapeutics Inc.,0.2825,29605298.5525,,2012.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rgls,nanocap
RZA,"Reinsurance Group of America, Incorporated",27.28,0.0,,,Finance,Life Insurance,https://www.nasdaq.com/symbol/rza,nanocap
RZB,"Reinsurance Group of America, Incorporated",26.12,0.0,,2016.0,Finance,Life Insurance,https://www.nasdaq.com/symbol/rzb,nanocap
RELV,"Reliv&#39; International, Inc.",5.1072,9423601.152,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/relv,nanocap
ABAC,"Renmin Tianli Group, Inc.",1.9,15169115.5,,,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/abac,nanocap
RCG,"RENN Fund, Inc.",1.64,7320905.88,,,,,https://www.nasdaq.com/symbol/rcg,nanocap
REFR,Research Frontiers Incorporated,1.26,32045251.14,,,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/refr,nanocap
RSLS,ReShape Lifesciences Inc.,0.065,585872.365,,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/rsls,nanocap
HAIR,"Restoration Robotics, Inc.",1.59,46376503.08,,2017.0,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/hair,nanocap
RVP,"Retractable Technologies, Inc.",0.7190000000000001,23487180.426,,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/rvp,nanocap
RVEN,"Reven Housing REIT, Inc.",4.18,45016635.4,,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/rven,nanocap
RWLK,ReWalk Robotics Ltd,1.041,36975892.149000004,,2014.0,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/rwlk,nanocap
RIBTW,RiceBran Technologies,0.16,0.0,,,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/ribtw,nanocap
RTTR,"Ritter Pharmaceuticals, Inc.",1.93,10681853.27,,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rttr,nanocap
RMGN,RMG Networks Holding Corporation,1.25,13945321.25,,,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rmgn,nanocap
ROSEU,Rosehill Resources Inc.,9.55,0.0,,2016.0,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/roseu,nanocap
ROSEW,Rosehill Resources Inc.,1.2,0.0,,2016.0,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/rosew,nanocap
RBCN,"Rubicon Technology, Inc.",9.25,25357792.75,,2007.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/rbcn,nanocap
RXII,RXi Pharmaceuticals Corporation,1.52,6652009.44,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rxii,nanocap
RXIIW,RXi Pharmaceuticals Corporation,0.54,0.0,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rxiiw,nanocap
SANW,S&W Seed Company,3.05,0.0,,,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/sanw,nanocap
SCACU,Saban Capital Acquisition Corp.,10.734000000000002,0.0,,2016.0,Finance,Business Services,https://www.nasdaq.com/symbol/scacu,nanocap
SCACW,Saban Capital Acquisition Corp.,1.25,0.0,,2016.0,Finance,Business Services,https://www.nasdaq.com/symbol/scacw,nanocap
SAEX,"SAExploration Holdings, Inc.",0.531,11099622.033,,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/saex,nanocap
SFET,Safe-T Group Ltd.,12.0,6540816.0,545068.0,2018.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/sfet,nanocap
SDT,SandRidge Mississippian Trust I,1.57,43960000.0,,2011.0,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sdt,nanocap
GCVRZ,Sanofi,0.5372,0.0,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/gcvrz,nanocap
SAB,Saratoga Investment Corp,25.9396,0.0,,2016.0,,,https://www.nasdaq.com/symbol/sab,nanocap
SBFGP,"SB Financial Group, Inc.",19.75,0.0,,,Finance,Major Banks,https://www.nasdaq.com/symbol/sbfgp,nanocap
